num_vehicles,total_penalty,complete_batch_count,overdue_batch_count,total_batch_count,runtime_seconds,output_directory,is_best_penalty
50,3390364200,1959,2289,4248,1105.554,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_50,False
55,3055326700,2177,2071,4248,1105.664,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_55,False
60,2761887700,2368,1880,4248,1105.234,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_60,False
65,2470024300,2562,1686,4248,1105.231,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_65,False
70,2169628200,2762,1486,4248,1104.317,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_70,False
75,1941834500,2916,1332,4248,1104.222,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_75,False
80,1701200900,3073,1175,4248,1104.865,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_80,False
85,1531103700,3198,1050,4248,1105.034,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_85,False
90,1343177800,3316,932,4248,1105.864,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_90,False
95,1240018300,3388,860,4248,1106.625,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_95,False
100,1097070200,3487,761,4248,1105.217,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_100,False
105,1034225600,3534,714,4248,1106.572,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_105,False
110,907258200,3619,629,4248,1106.281,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_110,False
115,848425000,3661,587,4248,1106.986,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_115,False
120,749975100,3729,519,4248,1106.619,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_120,False
125,711945500,3753,495,4248,1107.597,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_125,False
130,637190300,3804,444,4248,1108.463,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_130,False
135,572611400,3849,399,4248,1107.131,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_135,False
140,552241300,3864,384,4248,1108.093,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_140,False
145,487039100,3909,339,4248,1105.977,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_145,False
150,455769800,3928,320,4248,1106.785,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_150,False
155,432971600,3946,302,4248,1108.496,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_155,False
160,378336500,3984,264,4248,1107.83,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_160,False
165,358620600,3999,249,4248,1107.785,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_165,False
170,352527200,4003,245,4248,1108.782,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\8월21일\FOCUSED\Remove_Depot\Penalty_per_vehicles\Remove_depot\vehicles_170,False
