horizon_start,horizon_end,request_id,batch_id,planned_visit,planned_pickup_time,committed,drop_penalty
0,60,R1,B1,True,22.0,False,375400
0,60,R2,B2,True,23.0,False,377350
0,60,R3,B3,True,26.0,False,377349
0,60,R4,B4,True,24.0,False,374050
0,60,R5,B5,True,24.0,False,369000
0,60,R6,B6,True,25.0,False,377250
0,60,R7,B7,True,27.0,False,377250
0,60,R8,B8,True,29.0,False,377250
0,60,R9,B9,True,30.0,False,374050
0,60,R10,B10,True,30.0,False,377350
0,60,R11,B11,True,33.0,False,748100
0,60,R12,B12,True,32.0,False,376300
0,60,R13,B13,True,36.0,False,377250
0,60,R14,B14,True,36.0,False,375400
0,60,R15,B15,True,37.0,False,377150
0,60,R16,B16,True,38.0,False,374050
0,60,R17,B17,True,40.0,False,369100
0,60,R18,B18,True,40.0,False,376250
0,60,R19,B19,True,41.0,False,374050
0,60,R20,B20,True,44.0,False,375400
0,60,R21,B21,True,48.0,False,369100
0,60,R22,B22,True,49.0,False,375400
0,60,R23,B23,True,50.0,False,374050
0,60,R24,B24,True,52.0,False,375400
0,60,R25,B25,True,53.0,False,374500
0,60,R26,B26,True,53.0,False,377350
0,60,R27,B27,True,54.0,False,374050
0,60,R28,B28,True,55.0,False,377350
0,60,R29,B29,True,55.0,False,754500
0,60,R30,B30,True,57.0,False,377350
0,60,R31,B31,True,60.0,False,376250
0,60,R32,B32,True,60.0,False,377250
20,80,R1,B1,True,22.0,True,389235
20,80,R2,B2,True,23.0,True,388370
20,80,R3,B3,True,26.0,True,388500
20,80,R4,B4,True,24.0,True,386158
20,80,R5,B5,True,24.0,True,383206
20,80,R6,B6,True,25.0,True,388395
20,80,R7,B7,True,27.0,True,388667
20,80,R8,B8,True,29.0,True,388395
20,80,R9,B9,True,30.0,True,386158
20,80,R10,B10,True,30.0,True,395364
20,80,R11,B11,True,33.0,True,772317
20,80,R12,B12,True,32.0,True,392642
20,80,R13,B13,True,36.0,True,388136
20,80,R14,B14,True,36.0,True,399169
20,80,R15,B15,True,37.0,True,388289
20,80,R16,B16,True,38.0,True,386158
20,80,R17,B17,True,40.0,False,389452
20,80,R18,B18,True,40.0,False,388503
20,80,R19,B19,True,41.0,False,386158
20,80,R20,B20,True,44.0,False,399169
20,80,R21,B21,True,48.0,False,389452
20,80,R22,B22,True,49.0,False,398575
20,80,R23,B23,True,50.0,False,386158
20,80,R24,B24,True,52.0,False,399169
20,80,R25,B25,True,53.0,False,383202
20,80,R26,B26,True,53.0,False,395364
20,80,R27,B27,True,54.0,False,386158
20,80,R28,B28,True,55.0,False,388370
20,80,R29,B29,True,55.0,False,776791
20,80,R30,B30,True,57.0,False,395364
20,80,R31,B31,True,60.0,False,388503
20,80,R32,B32,True,60.0,False,388395
20,80,R33,B33,True,62.0,False,375400
20,80,R34,B34,True,63.0,False,374050
20,80,R35,B35,True,67.0,False,377250
20,80,R36,B36,True,64.0,False,754699
20,80,R37,B37,True,64.0,False,362250
20,80,R38,B38,True,64.0,False,377250
20,80,R39,B39,True,65.0,False,375400
20,80,R40,B40,True,73.0,False,377250
20,80,R41,B41,True,70.0,False,377349
20,80,R42,B42,True,70.0,False,377250
20,80,R43,B43,True,71.0,False,377250
20,80,R44,B44,True,71.0,False,754700
20,80,R45,B45,True,73.0,False,754699
20,80,R46,B46,True,72.0,False,377350
20,80,R47,B47,True,73.0,False,374050
20,80,R48,B48,True,74.0,False,376300
40,100,R17,B17,True,40.0,True,409804
40,100,R18,B18,True,40.0,True,400756
40,100,R19,B19,True,40.0,True,398267
40,100,R20,B20,True,44.0,True,422938
40,100,R21,B21,True,48.0,True,409804
40,100,R22,B22,True,49.0,True,421750
