vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1067,43.833,541,1579.05,1383.23,195.82,454,36,36
1,2,2,1078,47.457,573,1593.87,1397.21,196.66,429,38,38
2,3,3,1108,113.074,598,1616.92,1458.24,158.68,418,46,46
3,4,4,1091,45.88,566,1552.95,1303.89,249.06,443,41,41
4,5,5,1098,75.743,577,1539.2,1358.81,180.39,429,46,46
5,6,6,1125,28.751,600,1695.15,1478.14,217.01,427,49,49
6,7,7,1105,34.66,600,1625.14,1362.69,262.45,419,43,43
7,8,8,1114,69.311,577,1547.8,1302.26,245.54,449,44,44
8,9,9,1130,46.271,613,1721.33,1522.28,199.05,427,45,45
9,10,10,1106,33.799,604,1611.18,1387.49,223.69,418,42,42
10,1,1,1105,85.528,600,1591.99,1334.48,257.51,419,43,43
