vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1117,42.424,576,1822.72,1697.73,124.99,475,33,33
1,2,2,1049,65.514,522,1632.6,1494.8,137.8,463,32,32
2,3,3,1108,47.704,555,1714.45,1644.83,69.62,485,34,34
3,4,4,1055,35.018,551,1771.12,1628.09,143.03,444,30,30
4,5,5,1098,40.283,573,1841.62,1779.58,62.04,461,32,32
5,6,6,1042,59.943,560,1688.25,1545.67,142.58,416,33,33
6,7,7,1100,18.65,566,1775.25,1701.54,73.71,468,33,33
7,8,8,1097,82.055,472,1424.72,1368.83,55.89,565,30,30
8,9,9,1122,29.14,580,1767.29,1536.6,230.69,472,35,35
9,10,10,1104,87.564,543,1676.56,1558.21,118.35,495,33,33
10,1,1,1073,39.241,543,1659.38,1531.96,127.42,464,33,33
11,2,2,1109,26.629,511,1567.01,1489.85,77.16,536,31,31
12,3,3,1091,60.284,490,1539.35,1390.22,149.13,547,27,27
13,4,4,1105,57.594,542,1668.3,1546.51,121.79,491,36,36
14,5,5,1132,68.223,586,1799.44,1701.6,97.84,478,34,34
15,6,6,1119,25.844,556,1640.01,1395.89,244.12,497,33,33
16,7,7,1047,42.652,537,1620.64,1500.84,119.8,444,33,33
17,8,8,1089,75.144,527,1561.79,1428.95,132.84,498,32,32
18,9,9,978,54.794,466,1358.91,1299.35,59.56,446,33,33
19,10,10,985,32.39,435,1315.48,1162.63,152.85,494,28,28
20,1,1,987,46.152,500,1547.27,1374.48,172.79,431,28,28
21,2,2,1118,50.516,496,1460.34,1340.57,119.77,560,31,31
22,3,3,984,53.767,445,1196.26,984.02,212.24,485,27,27
23,4,4,1103,60.56,527,1523.68,1291.49,232.19,512,32,32
24,5,5,992,51.024,433,1317.11,1231.68,85.43,495,32,32
25,6,6,985,36.024,435,1321.56,1122.29,199.27,494,28,28
26,7,7,1008,60.372,406,1213.94,1157.39,56.55,546,28,28
27,8,8,1128,67.501,490,1373.74,1209.59,164.15,570,34,34
28,9,9,1117,96.174,515,1442.34,1205.33,237.01,540,31,31
29,10,10,1000,43.174,428,1220.28,965.74,254.54,518,27,27
30,1,1,1109,36.024,559,1606.59,1366.69,239.9,482,34,34
31,2,2,1107,109.534,511,1466.3,1208.19,258.11,538,29,29
32,3,3,1038,70.731,450,1186.66,987.19,199.47,528,30,30
33,4,4,1056,30.352,501,1427.09,1163.42,263.67,495,30,30
34,5,5,1027,38.224,444,1286.72,1058.17,228.55,531,26,26
35,6,6,1040,60.203,490,1407.26,1283.15,124.11,486,32,32
36,7,7,1021,28.993,398,1133.57,1003.69,129.88,573,25,25
37,8,8,1027,35.153,379,996.34,754.84,241.5,596,26,26
38,9,9,1116,39.118,470,1354.49,1132.99,221.5,594,26,26
39,10,10,1105,63.667,504,1402.61,1195.87,206.74,535,33,33
40,1,1,1010,42.448,433,1283.7,1045.83,237.87,527,25,25
41,2,2,1017,15.888,340,1015.67,802.71,212.96,631,23,23
