horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,10,10,0,0,3335,0,390670,10.002
20,50,23,23,16,16,3319,0,883410,10.125
40,70,26,26,14,30,3305,0,1001790,10.003
60,90,31,31,18,48,3287,0,1118650,10.005
80,110,37,37,22,70,3265,0,1284930,10.042
100,130,43,43,26,96,3239,0,1410590,10.005
120,150,73,72,22,118,3216,1,3309320,10.128
140,170,132,129,84,202,3129,4,8118160,10.029
160,190,111,105,71,273,3054,8,11858540,10.022
180,210,99,95,65,338,2985,12,9153400,10.008
200,230,82,77,49,387,2931,17,9299440,10.006
220,250,71,70,43,430,2888,17,4469020,10.006
240,270,115,110,44,474,2843,18,14786200,10.008
260,290,183,165,101,575,2735,25,33862910,10.012
280,310,187,153,85,660,2630,45,53147630,10.016
300,330,182,144,88,748,2527,60,58747750,10.016
320,350,163,130,77,825,2424,86,53402320,10.013
340,370,130,116,79,904,2332,99,24683200,10.01
360,390,89,88,64,968,2267,100,3908590,10.007
380,410,80,80,48,1016,2219,100,2724190,10.274
400,430,80,79,51,1067,2168,100,4237600,10.006
420,450,69,67,46,1113,2120,102,5502380,10.05
440,470,59,58,35,1148,2084,103,3584360,10.412
460,490,69,67,38,1186,2044,105,5377140,10.357
480,510,89,89,49,1235,1995,105,2882630,10.007
500,530,132,131,75,1310,1919,106,5554860,10.01
520,550,138,126,78,1388,1835,112,21714100,10.009
540,570,139,121,67,1455,1752,128,30297240,10.01
560,590,129,115,70,1525,1669,141,23691940,10.01
580,610,140,129,78,1603,1587,145,20041870,10.01
600,630,168,147,79,1682,1499,154,33910100,10.012
620,650,210,157,98,1780,1385,170,78839220,10.015
640,670,250,152,78,1858,1263,214,142209660,10.02
660,690,314,132,78,1936,1131,268,263485730,10.018
680,710,405,78,50,1986,982,367,478224860,10.026
700,730,479,46,29,2015,788,532,644530480,10.045
720,750,456,45,29,2044,568,723,618636500,10.046
740,770,364,75,50,2094,349,892,433413300,10.035
760,790,268,135,81,2175,192,968,195430040,10.017
780,810,192,130,90,2265,52,1018,90282150,10.013
800,816,52,30,30,2295,9,1031,32573560,10.212
