revenue,num_vehicles,total_penalty,total_objectives,complete_batch_count,overdue_batch_count,total_batch_count,runtime_seconds,output_directory,is_best_penalty,is_best_total_objectives
190000,50,11981828,70023502,553,24,577,802.623,C:\Users\choih\Desktop\연구\PDPTW\자료\결과\Ortools\VP_축소\Rolling_Horizon_구간_30\d5000\Penalty_Per_Vehicles\Time_Solver_20\Original\add_15mins\190000\vehicles_50,False,False
190000,60,9520368,69818186,558,19,577,802.77,C:\Users\choih\Desktop\연구\PDPTW\자료\결과\Ortools\VP_축소\Rolling_Horizon_구간_30\d5000\Penalty_Per_Vehicles\Time_Solver_20\Original\add_15mins\190000\vehicles_60,False,False
190000,70,6187638,66659665,563,14,577,803.534,C:\Users\choih\Desktop\연구\PDPTW\자료\결과\Ortools\VP_축소\Rolling_Horizon_구간_30\d5000\Penalty_Per_Vehicles\Time_Solver_20\Original\add_15mins\190000\vehicles_70,False,False
190000,80,8303770,68100642,560,17,577,804.171,C:\Users\choih\Desktop\연구\PDPTW\자료\결과\Ortools\VP_축소\Rolling_Horizon_구간_30\d5000\Penalty_Per_Vehicles\Time_Solver_20\Original\add_15mins\190000\vehicles_80,False,False
190000,90,6627362,64829581,564,13,577,804.125,C:\Users\choih\Desktop\연구\PDPTW\자료\결과\Ortools\VP_축소\Rolling_Horizon_구간_30\d5000\Penalty_Per_Vehicles\Time_Solver_20\Original\add_15mins\190000\vehicles_90,False,False
190000,100,9134453,69762285,560,17,577,802.816,C:\Users\choih\Desktop\연구\PDPTW\자료\결과\Ortools\VP_축소\Rolling_Horizon_구간_30\d5000\Penalty_Per_Vehicles\Time_Solver_20\Original\add_15mins\190000\vehicles_100,False,False
190000,110,7410889,64761374,561,16,577,803.509,C:\Users\choih\Desktop\연구\PDPTW\자료\결과\Ortools\VP_축소\Rolling_Horizon_구간_30\d5000\Penalty_Per_Vehicles\Time_Solver_20\Original\add_15mins\190000\vehicles_110,False,False
190000,120,6221249,62796191,567,10,577,802.025,C:\Users\choih\Desktop\연구\PDPTW\자료\결과\Ortools\VP_축소\Rolling_Horizon_구간_30\d5000\Penalty_Per_Vehicles\Time_Solver_20\Original\add_15mins\190000\vehicles_120,False,False
190000,130,5342237,62312792,567,10,577,803.865,C:\Users\choih\Desktop\연구\PDPTW\자료\결과\Ortools\VP_축소\Rolling_Horizon_구간_30\d5000\Penalty_Per_Vehicles\Time_Solver_20\Original\add_15mins\190000\vehicles_130,False,False
190000,140,4530672,62155052,567,10,577,803.627,C:\Users\choih\Desktop\연구\PDPTW\자료\결과\Ortools\VP_축소\Rolling_Horizon_구간_30\d5000\Penalty_Per_Vehicles\Time_Solver_20\Original\add_15mins\190000\vehicles_140,False,True
190000,150,2892535,62379816,570,7,577,802.135,C:\Users\choih\Desktop\연구\PDPTW\자료\결과\Ortools\VP_축소\Rolling_Horizon_구간_30\d5000\Penalty_Per_Vehicles\Time_Solver_20\Original\add_15mins\190000\vehicles_150,True,False
