vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1061,46.748,562,1592.65,1395.83,196.82,417,41,41
1,2,2,1112,19.35,606,1703.59,1558.96,144.63,416,45,45
2,3,3,1108,40.964,569,1579.69,1397.2,182.49,451,44,44
3,4,4,1079,38.362,574,1563.33,1352.38,210.95,413,46,46
4,5,5,1102,38.774,592,1616.98,1326.51,290.47,420,45,45
5,6,6,1109,74.3,586,1571.25,1390.97,180.28,435,44,44
6,7,7,1052,19.494,570,1566.42,1416.91,149.51,396,43,43
7,8,8,1135,62.416,592,1642.12,1460.48,181.64,463,40,40
8,9,9,1129,32.306,626,1688.03,1474.84,213.19,419,42,42
9,10,10,1121,66.094,594,1587.82,1290.22,297.6,443,42,42
10,1,1,1098,65.906,584,1646.64,1467.76,178.88,426,44,44
11,2,2,1055,50.057,543,1526.05,1361.18,164.87,438,37,37
12,3,3,1050,21.007,555,1585.87,1446.65,139.22,405,45,45
