vehicle_id,home_depot,final_node,final_available_time,final_remaining_range_km,total_flight_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,pickup_count,delivery_count
0,1,1,1119,54.73,571,1793.34,1684.64,108.7,482,33,33
1,2,2,1099,17.116,567,1801.36,1694.65,106.71,472,30,30
2,3,3,1026,55.198,492,1509.73,1425.98,83.75,476,29,29
3,4,4,1106,49.744,564,1798.74,1727.98,70.76,474,34,34
4,5,5,1101,56.336,551,1771.9,1719.13,52.77,492,29,29
5,6,6,1124,26.164,594,1825.58,1599.82,225.76,462,34,34
6,7,7,1068,34.542,522,1627.77,1578.04,49.73,484,31,31
7,8,8,1083,32.845,518,1595.35,1554.29,41.06,505,30,30
8,9,9,1038,93.972,523,1646.78,1567.02,79.76,449,33,33
9,10,10,1064,31.678,548,1673.94,1501.9,172.04,448,34,34
10,1,1,1142,56.005,521,1563.94,1420.48,143.46,561,30,30
11,2,2,1090,62.824,514,1624.36,1540.61,83.75,516,30,30
12,3,3,1050,62.974,481,1384.66,1221.48,163.18,511,29,29
13,4,4,1088,45.093,553,1635.12,1470.39,164.73,471,32,32
14,5,5,1123,33.629,564,1625.47,1478.1,147.37,489,35,35
15,6,6,1110,38.274,536,1606.67,1356.71,249.96,516,29,29
16,7,7,1105,34.912,506,1540.07,1390.29,149.78,537,31,31
17,8,8,1089,50.813,533,1585.26,1467.77,117.49,486,35,35
18,9,9,1121,82.564,532,1597.44,1506.54,90.9,521,34,34
19,10,10,1129,47.148,529,1580.49,1476.44,104.05,526,37,37
20,1,1,1096,47.612,564,1660.95,1474.99,185.96,466,33,33
21,2,2,1102,107.088,492,1434.0,1266.69,167.31,548,31,31
22,3,3,984,53.767,464,1384.26,1165.79,218.47,464,28,28
23,4,4,1021,51.024,450,1416.11,1338.58,77.53,517,27,27
24,5,5,989,51.024,459,1353.82,1250.72,103.1,472,29,29
25,6,6,1091,110.546,538,1480.99,1339.05,141.94,477,38,38
26,7,7,987,72.944,394,1113.32,940.22,173.1,537,28,28
27,8,8,987,45.973,452,1293.24,1185.67,107.57,471,32,32
28,9,9,1100,50.235,530,1552.85,1402.7,150.15,506,32,32
29,10,10,1019,32.819,529,1508.03,1257.38,250.65,420,35,35
30,1,1,1112,115.264,468,1295.05,1179.35,115.7,580,32,32
31,2,2,979,60.574,364,977.86,874.3,103.56,559,28,28
32,3,3,1030,85.312,441,1223.31,1089.02,134.29,527,31,31
33,4,4,1099,88.532,478,1314.12,1086.37,227.75,565,28,28
34,5,5,978,21.988,458,1258.94,1091.86,167.08,460,30,30
35,6,6,1023,19.159,441,1215.9,979.97,235.93,526,28,28
36,7,7,1078,39.586,434,1244.33,1032.4,211.93,592,26,26
37,8,8,1058,43.657,454,1273.51,1135.03,138.48,544,30,30
38,9,9,993,92.584,406,1120.95,1009.11,111.84,535,26,26
39,10,10,1101,61.284,404,1106.46,988.0,118.46,635,31,31
40,1,1,1006,32.594,467,1287.5,1081.84,205.66,479,30,30
41,2,2,1017,49.928,383,1061.59,804.91,256.68,586,24,24
42,3,3,1109,113.074,495,1377.34,1148.38,228.96,554,30,30
43,4,4,1012,19.443,470,1359.35,1123.76,235.59,480,31,31
44,5,5,943,31.704,366,1019.79,851.19,168.6,525,26,26
45,6,6,1113,97.704,498,1408.85,1127.89,280.96,555,30,30
46,7,7,1111,44.293,472,1286.27,1000.86,285.41,583,28,28
47,8,8,1008,56.392,396,1077.1,860.77,216.33,564,24,24
48,9,9,1094,50.913,433,1222.3,1027.22,195.08,605,28,28
49,10,10,1010,43.174,450,1198.33,982.82,215.51,502,29,29
50,1,1,943,36.024,428,1163.23,909.16,254.07,457,29,29
51,2,2,1088,59.908,389,1017.2,729.24,287.96,653,23,23
52,3,3,1131,45.42,520,1372.48,1049.62,322.86,535,38,38
53,4,4,1036,69.279,430,1144.98,955.94,189.04,546,30,30
54,5,5,1079,96.526,495,1334.49,1108.72,225.77,518,33,33
55,6,6,1039,27.172,491,1283.13,978.4,304.73,480,34,34
56,7,7,1047,72.818,375,943.38,769.54,173.84,618,27,27
57,8,8,937,75.704,368,1007.01,883.14,123.87,515,27,27
58,9,9,931,67.561,336,913.27,785.57,127.7,551,22,22
59,10,10,964,31.735,442,1191.14,923.34,267.8,466,28,28
60,1,1,1015,15.773,450,1219.49,990.98,228.51,507,29,29
61,2,2,1020,73.891,361,1026.17,897.76,128.41,607,26,26
62,3,3,1086,38.952,392,1040.58,768.31,272.27,642,26,26
63,4,4,952,37.848,376,1060.98,831.24,229.74,534,21,21
