vehicle_id,home_depot,final_node,final_available_time,Total_Passenger,Total_Movement,Passenger_Movement,Empty_Movement,total_flight_time_min,total_ground_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,Total_Cost
0,1,1,826,61,33,30,3,309,517,995.2,940.14,55.06,443,3816915
1,2,2,819,50,29,27,2,279,540,891.48,858.48,33.0,472,3431689
2,3,3,819,65,32,29,3,277,542,880.06,822.01,58.05,462,3466127
3,4,4,822,55,31,28,3,240,582,743.93,675.09,68.84,504,3063404
4,5,5,817,60,33,29,4,285,532,875.59,792.82,82.77,454,3567627
5,6,6,819,49,32,27,5,245,574,741.77,642.71,99.06,502,3133743
6,7,7,821,53,37,29,8,288,533,856.48,696.26,160.22,457,3672404
7,8,8,811,46,33,28,5,283,528,880.53,764.39,116.14,464,3546853
8,9,9,804,49,32,29,3,297,507,954.42,927.07,27.35,437,3673867
9,10,10,814,53,30,29,1,284,530,926.92,869.26,57.66,454,3502028
10,1,1,816,52,36,30,6,310,506,930.37,831.04,99.33,424,3882514
11,2,2,811,38,29,25,4,252,559,759.98,687.42,72.56,497,3151240
12,3,3,824,44,33,29,4,272,552,781.03,721.94,59.09,478,3432596
13,4,4,815,53,33,29,4,273,542,814.25,746.72,67.53,462,3442983
14,5,5,797,44,30,25,5,254,543,793.21,706.63,86.58,479,3190418
15,6,6,819,54,30,26,4,276,543,874.97,823.09,51.88,465,3418932
16,7,7,819,44,29,26,3,245,574,707.84,666.56,41.28,510,3078531
17,8,8,803,39,22,20,2,212,591,691.51,634.28,57.23,533,2606932
18,9,9,816,40,24,21,3,252,564,819.54,704.65,114.89,506,3059220
19,10,10,810,42,25,22,3,263,547,856.9,789.49,67.41,481,3191881
20,1,1,817,44,29,26,3,293,524,937.69,900.69,37.0,456,3577107
21,2,2,818,44,30,26,4,271,547,835.12,766.79,68.33,479,3366997
22,3,3,819,39,28,25,3,271,548,845.19,785.65,59.54,484,3330189
23,4,4,815,40,29,27,2,254,561,784.18,750.67,33.51,495,3172014
24,5,5,816,37,23,20,3,207,609,667.09,600.03,67.06,553,2573401
25,6,6,816,39,33,28,5,277,539,807.14,725.24,81.9,473,3484531
26,7,7,813,43,31,27,4,242,571,727.11,672.76,54.35,501,3084178
27,8,8,809,29,28,21,7,257,552,779.23,657.02,122.21,502,3184771
28,9,9,817,37,28,26,2,249,568,800.93,778.81,22.12,504,3101675
29,10,10,813,41,28,25,3,234,579,703.64,636.61,67.03,509,2945870
30,1,1,806,45,33,28,5,293,513,868.39,803.36,65.03,439,3650723
31,2,2,829,31,26,22,4,225,604,683.85,594.57,89.28,552,2815579
32,3,3,819,33,30,22,8,249,570,760.62,620.15,140.47,516,3138483
33,4,4,812,33,31,25,6,248,564,726.92,634.0,92.92,502,3146500
34,5,5,788,31,24,21,3,235,553,751.11,672.77,78.34,501,2882641
35,6,6,804,43,30,25,5,291,513,928.81,828.13,100.68,447,3574737
36,7,7,819,39,27,23,4,215,604,613.68,576.72,36.96,538,2730113
37,8,8,819,27,26,21,5,222,597,663.72,570.81,92.91,545,2784418
38,9,9,830,37,33,26,7,284,546,867.58,685.05,182.53,486,3557240
39,10,10,830,37,30,24,6,294,536,926.68,803.1,123.58,478,3605898
40,1,1,781,26,24,18,6,232,549,706.62,617.2,89.42,501,2851480
41,2,2,827,24,23,18,5,219,608,647.56,576.38,71.18,564,2698045
42,3,3,824,29,29,22,7,241,583,671.14,572.42,98.72,533,3036983
