horizon_start,horizon_end,active_request_count,planned_request_count,committed_request_count,completed_batch_count,pending_batch_count,overdue_batch_count,objective_value,solver_runtime_seconds
0,30,10,10,0,0,4233,15,390670.0,20.002
20,50,23,23,16,16,4217,15,883410.0,20.003
40,70,26,26,14,30,4203,15,1001790.0,20.059
60,90,31,31,18,48,4185,15,1080370.0,20.04
80,110,37,37,22,70,4163,15,1189330.0,20.003
100,130,43,43,26,96,4137,15,1361940.0,20.003
120,150,73,73,23,119,4114,15,2013050.0,20.004
140,170,132,129,85,204,4026,18,7734360.0,20.459
160,190,110,106,72,276,3951,21,8616230.0,20.287
180,210,98,94,67,343,3880,25,8374200.0,20.019
200,230,79,76,48,391,3829,28,6269710.0,20.16
220,250,71,71,44,435,3785,28,1906900.0,20.019
240,270,114,114,49,484,3736,28,3465610.0,20.006
260,290,178,174,110,594,3625,29,10852620.0,20.008
280,310,179,170,101,695,3515,38,17898370.0,20.011
300,330,169,163,105,800,3406,42,13542470.0,20.01
320,350,144,137,86,886,3315,47,14890670.0,21.005
340,370,123,118,81,967,3229,52,10881530.0,20.285
360,390,88,88,65,1032,3164,52,2716050.0,20.166
380,410,79,79,46,1078,3118,52,2687980.0,20.005
400,430,81,80,52,1130,3066,52,4141010.0,20.049
420,450,69,68,47,1177,3018,53,3868300.0,20.051
440,470,59,59,37,1214,2981,53,2062200.0,20.004
460,490,68,68,39,1253,2942,53,2355050.0,20.004
480,510,89,89,50,1303,2892,53,2825330.0,20.273
500,530,131,131,77,1380,2815,53,3392860.0,20.391
520,550,136,136,90,1470,2725,53,3552610.0,20.008
540,570,131,129,77,1547,2646,55,6560590.0,20.323
560,590,125,122,79,1626,2564,58,7609810.0,20.163
580,610,137,137,85,1711,2479,58,3786150.0,20.488
600,630,162,161,85,1796,2393,59,5828640.0,20.007
620,650,206,201,135,1931,2254,63,12986790.0,20.011
640,670,221,218,116,2047,2135,66,9748060.0,20.011
660,690,288,268,140,2187,1984,77,33189800.0,20.014
680,710,360,279,160,2347,1798,103,116098020.0,20.017
700,730,397,272,158,2505,1586,157,180137080.0,20.019
720,750,356,255,163,2668,1361,219,150434220.0,20.02
740,770,259,211,131,2799,1184,265,74080160.0,20.015
760,790,205,201,125,2924,1056,268,9483900.0,20.015
780,810,179,175,111,3035,941,272,9558100.0,20.011
800,830,173,167,98,3133,837,278,11827160.0,20.009
820,850,192,185,108,3241,722,285,13831550.0,20.01
840,870,170,159,107,3348,604,296,19492590.0,20.013
860,890,138,134,87,3435,513,300,9214690.0,20.008
880,910,110,108,70,3505,441,302,6575130.0,20.128
900,930,115,110,68,3573,368,307,11873690.0,20.215
920,950,111,109,74,3647,292,309,6895080.0,20.158
940,970,104,99,58,3705,233,310,12045370.0,20.053
960,990,100,94,65,3770,163,315,13794410.0,20.19
980,1010,83,80,47,3817,114,317,7328880.0,20.109
1000,1030,70,69,50,3867,63,318,3898500.0,20.055
1020,1050,42,41,32,3899,30,319,3187750.0,20.125
1040,1070,22,21,15,3914,14,320,2394440.0,20.082
1060,1090,14,14,12,3926,2,320,617450.0,20.003
1080,1110,2,2,2,3928,0,320,98330.0,20.009
1100,1130,0,0,0,3928,0,320,,0.0
1120,1150,0,0,0,3928,0,320,,0.0
